เลขมาตรา,เนื้อหา / สาระสำคัญ
มาตรา 65 ทวิ,"การคำนวณกำไรสุทธิและขาดทุนสุทธิ ต้องเป็นไปตามเงื่อนไขดังนี้
(1) รายการที่ระบุไว้ในมาตรา 65 ตรี ไม่ถือเป็นรายจ่าย
(2) ค่าสึกหรอและค่าเสื่อมราคาของทรัพย์สิน หักได้ตามหลักเกณฑ์ วิธีการ เงื่อนไข และอัตราที่กำหนดโดยพระราชกฤษฎีกา และต้องคำนวณหักตามส่วนเฉลี่ยตามระยะเวลาที่ได้ทรัพย์สินนั้นมา
(3) ราคาทรัพย์สิน (ยกเว้นข้อ (6)) ให้ถือราคาที่ซื้อได้ตามปกติ และห้ามนำราคาที่ตีเพิ่มมารวมคำนวณ ส่วนทรัพย์สินที่หักค่าเสื่อมได้ ให้หักตามหลักเกณฑ์เดิมก่อนตีราคา โดยหักเฉพาะตามมูลค่าต้นทุนและระยะเวลาที่เหลืออยู่
(4) หากโอนทรัพย์สิน ให้บริการ หรือให้กู้ยืมเงิน โดยไม่มีค่าตอบแทนหรือคิดต่ำกว่าราคาตลาดโดยไม่มีเหตุสมควร เจ้าพนักงานประเมินมีอำนาจปรับตามราคาตลาดในวันนั้น
(5) เงินตรา ทรัพย์สิน หรือหนี้สินเป็นเงินตราต่างประเทศที่เหลือในวันสิ้นรอบบัญชี ต้องคำนวณเป็นเงินบาท
(ก) บริษัททั่วไป เลือกใช้อัตราถัวเฉลี่ยซื้อ-ขายของธนาคารพาณิชย์ตามที่ธนาคารแห่งประเทศไทยคำนวณ หรือวิธีการอื่นที่สอดคล้องกับหลักบัญชีตามที่รัฐมนตรีประกาศ และเมื่อเลือกวิธีใดแล้วต้องใช้ตลอดไป เว้นแต่ได้รับอนุมัติให้เปลี่ยน
(ข) ธนาคารพาณิชย์หรือสถาบันการเงินที่รัฐมนตรีกำหนด ต้องใช้อัตราถัวเฉลี่ยซื้อ-ขายของธนาคารพาณิชย์ตามที่ธนาคารแห่งประเทศไทยคำนวณ
ส่วนเงินตราต่างประเทศที่รับหรือจ่ายระหว่างปี ให้ใช้ราคาตลาดในวันรับหรือวันจ่าย
(6) ราคาสินค้าคงเหลือวันสิ้นรอบบัญชี ให้ใช้ราคาทุนหรือราคาตลาดแล้วแต่ต่ำกว่า และต้องใช้วิธีเดิมตลอดไป เว้นแต่ได้รับอนุมัติให้เปลี่ยน
(7) ราคาทุนสินค้าสั่งเข้าจากต่างประเทศ เจ้าพนักงานประเมินมีอำนาจกำหนดโดยเทียบกับสินค้าชนิดเดียวกันที่ส่งไปประเทศอื่น
(8) (ยกเลิก)
(9) หนี้สูญ ตัดออกจากบัญชีลูกหนี้ได้ต่อเมื่อเป็นไปตามกฎกระทรวง หากได้รับชำระในปีใด ต้องนำมาคำนวณเป็นรายได้ในปีนั้น แต่หากเคยนับเป็นรายได้แล้ว จะไม่นำมาคำนวณซ้ำอีก
(10) บริษัทจำกัดที่ตั้งขึ้นตามกฎหมายไทย ให้นำเงินปันผลจากบริษัทไทย หรือสถาบันการเงินไทย และเงินส่วนแบ่งกำไรจากกิจการร่วมค้ามารวมเป็นรายได้เพียงครึ่งหนึ่ง เว้นแต่
(ก) บริษัทจดทะเบียน
(ข) บริษัทที่ถือหุ้นในผู้จ่ายไม่น้อยกว่า 25% ของหุ้นมีสิทธิออกเสียง และผู้จ่ายไม่ถือหุ้นตอบกลับ
กรณีนี้ไม่ต้องนำเงินปันผลมารวมคำนวณ ทั้งนี้ ถ้าถือหุ้นไม่ถึง 3 เดือน หรือขายก่อนครบ 3 เดือน ห้ามใช้สิทธิดังกล่าว และเงินปันผลจากกองทุนสำรองเลี้ยงชีพตามมาตรา 65 ตรี (2) ไม่นับรวมด้วย
(11) ดอกเบี้ยเงินกู้ยืมที่ถูกหักภาษี ณ ที่จ่ายตามกฎหมายภาษีปิโตรเลียม ให้นับเป็นรายได้เฉพาะส่วนที่เหลือ
(12) เงินปันผลหรือส่วนแบ่งกำไรที่ถูกหักภาษี ณ ที่จ่ายตามกฎหมายภาษีปิโตรเลียม ให้นับเป็นรายได้เฉพาะส่วนที่เหลือ และหากผู้รับเป็นบริษัทไทย ให้ใช้หลักเกณฑ์ (10) โดยอนุโลม
(13) มูลนิธิหรือสมาคม ไม่ต้องนับค่าลงทะเบียน ค่าบำรุง เงินบริจาค หรือทรัพย์สินที่ได้รับโดยเสน่หา เป็นรายได้
(14) ภาษีขายที่ผู้ประกอบการ VAT ได้รับ หรือ VAT ที่ได้รับคืนตามหมวด 4 ไม่ต้องนับเป็นรายได้
(15) กองทุนรวม ไม่ต้องนำรายได้ที่ไม่ใช่เงินได้ตามมาตรา 40(4)(ก) มานับเป็นรายได้"
มาตรา 65 ตรี,"รายการที่ไม่ให้ถือเป็นรายจ่ายในการคำนวณกำไรสุทธิ มีดังนี้
(1) เงินสำรองทุกประเภท เว้นแต่
(ก) เงินสำรองจากเบี้ยประกันภัยสำหรับประกันชีวิตที่กันไว้ก่อนคำนวณกำไร เฉพาะส่วนที่ไม่เกิน 65% ของเบี้ยประกันภัยสุทธิ (หักเบี้ยประกันภัยที่ส่งประกันต่อแล้ว) หากต้องจ่ายเงินตามกรมธรรม์ ให้หักได้เฉพาะส่วนที่ไม่เกินเงินสำรองดังกล่าว และถ้าเลิกสัญญา กรมธรรม์ ต้องนำเงินสำรองนั้นกลับมารวมเป็นรายได้ในปีที่เลิกสัญญา
(ข) เงินสำรองจากเบี้ยประกันภัยเพื่อสมทบทุนประกันภัยอื่นที่กันไว้ก่อนคำนวณกำไร เฉพาะส่วนที่ไม่เกิน 40% ของเบี้ยประกันภัยสุทธิ และต้องถือเป็นรายได้ในปีถัดไป
(ค) เงินสำรองค่าเผื่อหนี้สูญหรือหนี้สงสัยจะสูญ ที่ธนาคารพาณิชย์ บริษัทเงินทุน บริษัทหลักทรัพย์ หรือบริษัทเครดิตฟองซิเอร์ กันไว้ตามกฎหมาย ทั้งนี้ หักได้เฉพาะส่วนที่ตั้งเพิ่มขึ้นจากงบดุลรอบก่อน และหากในอนาคตมีการตั้งลดลง ต้องนำส่วนที่ตั้งลดลงนั้นกลับมานับเป็นรายได้
(2) เงินกองทุน เว้นแต่กองทุนสำรองเลี้ยงชีพที่เป็นไปตามหลักเกณฑ์กฎกระทรวง
(3) รายจ่ายส่วนตัว การให้โดยเสน่หา หรือเพื่อการกุศล เว้นแต่
(ก) เงินบริจาคแก่พรรคการเมือง หักได้ไม่เกิน 50,000 บาท ตามหลักเกณฑ์ที่กำหนด
(ข) เงินบริจาคเพื่อการกุศลสาธารณะหรือสาธารณประโยชน์ หักได้ไม่เกิน 2% ของกำไรสุทธิ และเงินบริจาคเพื่อการศึกษา/กีฬา หักได้ไม่เกินอีก 2% ของกำไรสุทธิ ตามหลักเกณฑ์ที่รัฐมนตรีอนุมัติ
(4) ค่ารับรองหรือบริการที่ไม่เป็นไปตามหลักเกณฑ์กฎกระทรวง
(5) รายจ่ายที่เป็นการลงทุน หรือต่อเติม เปลี่ยนแปลง ขยาย หรือทำให้ทรัพย์สินดีขึ้น แต่ไม่ใช่การซ่อมแซมคงสภาพเดิม
(6) เบี้ยปรับ เงินเพิ่มภาษี ค่าปรับทางอาญา และภาษีเงินได้ของบริษัทหรือห้างหุ้นส่วนนิติบุคคล
(6 ทวิ) ภาษีมูลค่าเพิ่มและภาษีซื้อ เว้นแต่ VAT และภาษีซื้อที่กฎหมายกำหนดให้ห้ามหัก
(7) การถอนเงินของผู้เป็นหุ้นส่วนในห้างหุ้นส่วนนิติบุคคลโดยไม่มีค่าตอบแทน
(8) เงินเดือนผู้ถือหุ้นหรือผู้เป็นหุ้นส่วน เฉพาะส่วนที่เกินสมควร
(9) รายจ่ายที่ไม่มีการจ่ายจริง หรือควรจ่ายในรอบอื่น (เว้นแต่กรณีไม่สามารถลงจ่ายทัน ให้ลงในรอบถัดไปได้)
(10) ค่าตอบแทนแก่ทรัพย์สินที่บริษัทหรือห้างหุ้นส่วนนิติบุคคลเป็นเจ้าของและใช้เอง
(11) ดอกเบี้ยที่คิดให้แก่เงินทุน เงินสำรอง หรือเงินกองทุนของตนเอง
(12) ผลเสียหายที่อาจได้คืนจากประกันหรือสัญญาคุ้มกัน และผลขาดทุนสุทธิของปีก่อน เว้นแต่ผลขาดทุนสุทธิยกมาไม่เกิน 5 ปี
(13) รายจ่ายที่ไม่ใช่เพื่อหากำไรหรือเพื่อกิจการโดยเฉพาะ
(14) รายจ่ายที่ไม่ใช่เพื่อกิจการในประเทศไทย
(15) ค่าซื้อทรัพย์สินหรือรายจ่ายเกี่ยวกับการซื้อ-ขายทรัพย์สินที่เกินปกติโดยไม่มีเหตุสมควร
(16) ค่าของทรัพยากรธรรมชาติที่สูญหรือสิ้นไปจากการประกอบกิจการ
(17) ค่าของทรัพย์สิน (นอกจากสินค้า) ที่ตีราคาต่ำลง ภายใต้บังคับมาตรา 65 ทวิ
(18) รายจ่ายที่พิสูจน์ไม่ได้ว่าใครเป็นผู้รับ
(19) รายจ่ายที่กำหนดจ่ายจากกำไรเมื่อสิ้นรอบบัญชี
(20) รายจ่ายลักษณะเดียวกับ (1)-(19) ตามที่พระราชกฤษฎีกากำหนด"
มาตรา 66,"บริษัทหรือห้างหุ้นส่วนนิติบุคคลที่ตั้งขึ้นตามกฎหมายไทย รวมทั้งบริษัทหรือห้างหุ้นส่วนนิติบุคคลที่ตั้งขึ้นตามกฎหมายของต่างประเทศและประกอบกิจการในประเทศไทย ต้องเสียภาษีตามบทบัญญัติในส่วนนี้
สำหรับบริษัทหรือห้างหุ้นส่วนนิติบุคคลที่ตั้งขึ้นตามกฎหมายต่างประเทศและประกอบกิจการทั้งในและนอกประเทศไทย ต้องเสียภาษีจาก กำไรสุทธิที่ได้จากกิจการในประเทศไทย ในรอบระยะเวลาบัญชี โดยให้คำนวณกำไรสุทธิตามหลักเกณฑ์มาตรา 65 และมาตรา 65 ทวิ"
มาตรา 67,"การเสียภาษีตามส่วนนี้ ให้เสียตามอัตราที่กำหนดไว้ในบัญชีอัตราภาษีเงินได้ท้ายหมวดนี้ เว้นแต่มีข้อยกเว้นดังต่อไปนี้
(1) บริษัทหรือห้างหุ้นส่วนนิติบุคคลต่างประเทศตามมาตรา 66 วรรคสอง ที่ประกอบกิจการขนส่งผ่านประเทศต่าง ๆ ให้เสียภาษีเฉพาะกิจการขนส่ง โดย
(ก) หากเป็นการรับขนคนโดยสาร ให้เสียภาษีอัตรา 3% ของค่าโดยสาร ค่าธรรมเนียม และประโยชน์อื่นใดที่เรียกเก็บในประเทศไทยก่อนหักรายจ่าย
(ข) หากเป็นการรับขนของ ให้เสียภาษีอัตรา 3% ของค่าระวาง ค่าธรรมเนียม และประโยชน์อื่นใดที่เรียกเก็บทั้งในหรือนอกประเทศไทย ก่อนหักรายจ่าย เนื่องจากการขนของออกจากประเทศไทย
(2) มูลนิธิหรือสมาคม ที่ประกอบกิจการและมีรายได้อันมิใช่รายได้ตามมาตรา 65 ทวิ (13) ให้เสียภาษีอัตรา 10% ของรายได้ก่อนหักรายจ่าย
(3) กองทุนรวม ที่มีเงินได้ตามมาตรา 40 (4)(ก) ของบริษัทหรือห้างหุ้นส่วนนิติบุคคล ให้เสียภาษีอัตรา 15% ของรายได้ก่อนหักรายจ่าย"
มาตรา 70,"บริษัทหรือห้างหุ้นส่วนนิติบุคคลที่ตั้งขึ้นตามกฎหมายต่างประเทศ มิได้ประกอบกิจการในประเทศไทย แต่หากได้รับเงินได้พึงประเมินตามมาตรา 40 (2) (3) (4) (5) หรือ (6) ที่จ่ายจากหรือในประเทศไทย ต้องเสียภาษี โดยให้ผู้จ่ายเงินได้พึงประเมินทำการ หักภาษี ณ ที่จ่ายตามอัตราภาษีสำหรับบริษัทหรือห้างหุ้นส่วนนิติบุคคล แล้วนำส่งอำเภอท้องที่พร้อมยื่นรายการตามแบบที่อธิบดีกำหนด ภายใน 7 วันนับแต่วันสิ้นเดือน ที่มีการจ่ายเงินได้พึงประเมิน ทั้งนี้ ให้นำบทบัญญัติมาตรา 54 มาใช้บังคับโดยอนุโลม
ข้อกำหนดข้างต้น ไม่ใช้บังคับ หากบริษัทหรือห้างหุ้นส่วนนิติบุคคลต่างประเทศนั้นได้รับเงินได้พึงประเมินเป็น ดอกเบี้ย ที่จ่ายโดยรัฐบาลไทย หรือโดยสถาบันการเงินที่จัดตั้งขึ้นตามกฎหมายเฉพาะของประเทศไทยเพื่อการส่งเสริมเกษตรกรรม พาณิชยกรรม หรืออุตสาหกรรม"
มาตรา 70 ทวิ,"บริษัทหรือห้างหุ้นส่วนนิติบุคคลที่จำหน่ายเงินกำไร หรือเงินอื่นที่กันไว้จากกำไร หรือถือเป็นเงินกำไรออกนอกประเทศ ต้องเสียภาษีเงินได้โดยหักภาษีตามอัตราสำหรับนิติบุคคล และนำส่งอำเภอพร้อมยื่นแบบภายใน 7 วันนับแต่วันที่จำหน่าย
การจำหน่ายเงินกำไร” หมายความรวมถึง
(1) นำเงินกำไรไปชำระหนี้ หักกลบลบหนี้ หรือบันทึกเป็นยอดเจ้าหนี้ในบัญชีต่างประเทศ
(2) การขออนุญาตซื้อและโอนเงินตราต่างประเทศซึ่งเป็นเงินกำไรออกนอกประเทศ
(3) การกระทำอื่นที่ก่อให้เกิดผลเช่นเดียวกับ (1) หรือ (2)"
มาตรา 77/1,"คำต่อไปนี้มีความหมายดังนี้
(1) บุคคล ได้แก่ บุคคลธรรมดา คณะบุคคลที่มิใช่นิติบุคคล หรือ นิติบุคคล
(2) บุคคลธรรมดา รวมถึงกองมรดก
(3) คณะบุคคลที่มิใช่นิติบุคคล ได้แก่ ห้างหุ้นส่วนสามัญ กองทุน หรือมูลนิธิที่มิใช่นิติบุคคล รวมถึงหน่วยงานหรือกิจการของเอกชนที่บุคคลตั้งแต่สองคนขึ้นไปดำเนินการร่วมกัน
(4) นิติบุคคล ได้แก่ บริษัทหรือห้างหุ้นส่วนนิติบุคคลตามมาตรา 39 องค์การของรัฐบาลตามมาตรา 2 สหกรณ์ และองค์กรอื่นที่กฎหมายกำหนด
(5) ผู้ประกอบการ คือ บุคคลที่ขายสินค้าหรือให้บริการในทางธุรกิจหรือวิชาชีพ ไม่ว่าจะมีผลตอบแทนหรือไม่ และไม่ว่าจะจดทะเบียน VAT แล้วหรือไม่
(6) ผู้ประกอบการจดทะเบียน คือ ผู้ที่จดทะเบียน VAT ตามมาตรา 85, 85/1 หรือ 85/3
(7) ตัวแทน รวมถึงบุคคลที่ทำสัญญาหรือดำเนินการใด ๆ เกี่ยวกับกิจการในราชอาณาจักรแทนผู้ประกอบการนอกราชอาณาจักร
(8) ขาย หมายถึง การจำหน่าย จ่าย โอนสินค้า มีค่าตอบแทนหรือไม่ก็ได้ รวมถึงการเช่าซื้อ ขายผ่อนชำระ ส่งมอบให้ตัวแทน ส่งออก ใช้เองที่ไม่ใช่เพื่อกิจการของตน สินค้าขาด สินค้าคงเหลือวันเลิกกิจการ และกรณีอื่นตามกฎกระทรวง
(9) สินค้า คือ ทรัพย์สินที่มีหรือไม่มีรูปร่างที่มีราคาและถือเอาได้ รวมถึงของนำเข้า แต่ไม่รวมทรัพย์สินไม่มีรูปร่างที่ส่งมอบผ่านอินเทอร์เน็ตหรือเครือข่ายอิเล็กทรอนิกส์
(10) บริการ คือ การกระทำใด ๆ ที่หาประโยชน์ได้ซึ่งไม่ใช่การขายสินค้า รวมถึงการใช้บริการตนเอง เว้นแต่เป็นการใช้เพื่อกิจการของตน การฝากธนาคาร การซื้อพันธบัตร/หลักทรัพย์ หรือการกระทำที่อธิบดีกำหนด
(10/1) บริการทางอิเล็กทรอนิกส์ คือ บริการหรือทรัพย์สินไม่มีรูปร่างที่ส่งผ่านเครือข่ายอินเทอร์เน็ต/อิเล็กทรอนิกส์ ซึ่งต้องใช้เทคโนโลยีสารสนเทศโดยตรง
(10/2) อิเล็กทรอนิกส์แพลตฟอร์ม คือ ตลาดหรือช่องทางที่ผู้ให้บริการหลายรายใช้ให้บริการทางอิเล็กทรอนิกส์
(11) ผู้นำเข้า คือ ผู้ประกอบการหรือบุคคลอื่นที่นำสินค้าเข้า
(12) นำเข้า คือ การนำสินค้าเข้ามา รวมถึงการนำของจากเขตปลอดอากรออกโดยไม่ส่งออก
(13) ผู้ส่งออก คือ ผู้ประกอบการที่ส่งออก
(14) ส่งออก คือ การส่งสินค้าออกไปต่างประเทศ รวมถึงนำเข้าสู่เขตปลอดอากรบางประเภท และการขายสินค้าปลอดอากรแก่ผู้เดินทางออกนอกประเทศ
(15) ซื้อ คือ การรับโอนหรือรับมอบสินค้าจากการขาย
(16) ราคา คือ เงิน ทรัพย์สิน หรือประโยชน์ใด ๆ ที่คำนวณเป็นเงินได้สำหรับการซื้อขายสินค้า/บริการ
(17) ภาษีขาย คือ VAT ที่ผู้ประกอบการจดทะเบียนเรียกเก็บจากผู้ซื้อหรือที่ต้องเสียในกรณีขายสินค้าหรือให้บริการบางประเภทตามที่กฎหมายกำหนด
(18) ภาษีซื้อ คือ VAT ที่ผู้ประกอบการจดทะเบียนถูกเรียกเก็บ รวมถึง VAT จากการนำเข้า การโอนสินค้านำเข้า และการนำส่งตามมาตรา 83/5-83/7
(19) ภาษีสรรพสามิต รวมถึงภาษีสุรา ยาสูบ ไพ่ และภาษีอื่นในลักษณะเดียวกันที่กำหนดโดยพระราชกฤษฎีกา
(20) สถานประกอบการ คือ สถานที่ใช้ประกอบกิจการ ผลิต หรือเก็บสินค้า หากไม่มี ให้ถือที่อยู่อาศัยเป็นสถานประกอบการ และถ้ามีหลายแห่งต้องเลือกแห่งหนึ่ง
(21) เขตปลอดอากร คือ เขตปลอดอากร เขตอุตสาหกรรมส่งออก หรือเขตที่กฎหมายยกเว้นอากรขาเข้า
(22) ใบกำกับภาษี รวมถึงใบกำกับภาษีอย่างย่อ ใบเพิ่มหนี้ ใบลดหนี้ ใบเสร็จจากการขายทอดตลาด ใบเสร็จจากสรรพากร ศุลกากร หรือสรรพสามิต เฉพาะส่วน VAT
(23) เดือนภาษี คือ เดือนปฏิทิน เว้นแต่กรณีเริ่มกิจการ ถอนทะเบียน เลิกกิจการ หรือกรณีที่มีพระราชกฤษฎีกากำหนดช่วงเวลาภาษีเป็นพิเศษ"
มาตรา 77/2,"กิจการต่อไปนี้ในราชอาณาจักร ต้องเสียภาษีมูลค่าเพิ่มตามหมวดนี้
(1) การขายสินค้าหรือให้บริการโดยผู้ประกอบการ
(2) การนำเข้าสินค้าโดยผู้นำเข้า
การให้บริการในราชอาณาจักร หมายถึง บริการที่ทำในประเทศ ไม่ว่าจะใช้ในหรือต่างประเทศก็ตาม ส่วนบริการที่ทำในต่างประเทศแต่มีการใช้ในราชอาณาจักร ให้ถือว่าเป็นการให้บริการในราชอาณาจักร"
มาตรา 78 ความรับผิดในการเสียภาษี,"ภายใต้บังคับมาตรา 78/3 ความรับผิดในการเสียภาษีมูลค่าเพิ่มจากการขายสินค้า ให้เป็นไปตามหลักเกณฑ์ดังนี้
(1) การขายสินค้าทั่วไป ความรับผิดเกิดขึ้นเมื่อส่งมอบสินค้า เว้นแต่มีการโอนกรรมสิทธิ์ ได้รับชำระราคา หรือออกใบกำกับภาษีก่อนส่งมอบ ให้ถือว่าความรับผิดเกิดขึ้นตามการกระทำนั้น ๆ
(2) การขายตามสัญญาเช่าซื้อหรือผ่อนชำระ ความรับผิดเกิดขึ้นเมื่อถึงกำหนดชำระแต่ละงวด เว้นแต่มีการชำระราคา หรือออกใบกำกับภาษีก่อนกำหนด ให้ถือว่าความรับผิดเกิดขึ้นตามการกระทำนั้น ๆ
(3) การขายโดยตัวแทน ความรับผิดเกิดขึ้นเมื่อตัวแทนส่งมอบสินค้าให้ผู้ซื้อ เว้นแต่ตัวแทนได้โอนกรรมสิทธิ์ รับชำระราคา ออกใบกำกับภาษี หรือมีการนำสินค้าไปใช้ก่อน ก็ให้ถือว่าความรับผิดเกิดขึ้นตามการกระทำนั้น ๆ
(4) การขายโดยส่งออก
(ก) การส่งออกทั่วไป ความรับผิดเกิดขึ้นเมื่อชำระอากร วางหลักประกัน จัดหาผู้ค้ำประกัน หรือเมื่อออกใบขนสินค้าขาออกในกรณีที่ไม่ต้องเสียหรือได้รับยกเว้นอากร
(ข) การส่งออกไปเขตปลอดอากร ความรับผิดเกิดขึ้นวันที่นำสินค้าเข้าเขตดังกล่าว
(ค) การส่งออกจากคลังสินค้าทัณฑ์บน ความรับผิดเกิดขึ้นพร้อมกับความรับผิดตามกฎหมายศุลกากร
(5) การขายสินค้าที่เสีย VAT ในอัตรา 0% ตามมาตรา 80/1 (5) และต่อมาโอนกรรมสิทธิ์ให้ผู้รับโอนมีหน้าที่ตามมาตรา 82/1 (2) ความรับผิดเกิดขึ้นเมื่อโอนกรรมสิทธิ์
ทั้งนี้ เพื่อบรรเทาภาระของผู้ประกอบการจดทะเบียนที่ขายสินค้าแก่หน่วยงานรัฐ ตามสัญญาที่กำหนดโดยกฎกระทรวง อธิบดีโดยอนุมัติรัฐมนตรีอาจกำหนดให้ความรับผิดตาม (1) (2) และ (3) เกิดขึ้นเป็นอย่างอื่นได้"
มาตรา 78/1,"ภายใต้บังคับมาตรา 78/3 ความรับผิดในการเสียภาษีมูลค่าเพิ่มจากการให้บริการ ให้เป็นไปตามหลักเกณฑ์ดังนี้
(1) การให้บริการทั่วไป ความรับผิดเกิดขึ้นเมื่อได้รับชำระค่าบริการ เว้นแต่มีการออกใบกำกับภาษีหรือมีการใช้บริการก่อน ก็ให้ถือว่าความรับผิดเกิดขึ้นตามการกระทำนั้น ๆ
(2) การให้บริการตามสัญญาที่คิดค่าตอบแทนเป็นงวดตามส่วนของบริการ ความรับผิดเกิดขึ้นเมื่อได้รับชำระค่าบริการตามงวด เว้นแต่มีการออกใบกำกับภาษีหรือใช้บริการก่อน ก็ให้ถือว่าความรับผิดเกิดขึ้นตามการกระทำนั้น ๆ
(3) การให้บริการที่ ทำในต่างประเทศแต่มีการใช้บริการในราชอาณาจักร ความรับผิดเกิดขึ้นเมื่อมีการชำระค่าบริการทั้งหมดหรือบางส่วน
(4) การให้บริการที่เสีย VAT อัตรา 0% ตามมาตรา 80/1 (5) และภายหลังมีการโอนสิทธิในบริการอันทำให้ผู้รับโอนมีหน้าที่ตามมาตรา 82/1 (2) ความรับผิดเกิดขึ้นเมื่อมีการชำระค่าบริการ
ทั้งนี้ เพื่อบรรเทาภาระการยื่นแบบและชำระภาษีของผู้ประกอบการจดทะเบียนที่ให้บริการแก่หน่วยงานของรัฐ อธิบดีโดยอนุมัติรัฐมนตรีอาจกำหนดให้ความรับผิดตาม (1) และ (2) เป็นอย่างอื่นได้"
มาตรา 78/2,"ความรับผิดในการเสียภาษีมูลค่าเพิ่มจากการนำเข้า ให้เป็นไปตามหลักเกณฑ์ดังนี้
(1) การนำเข้าทั่วไป ความรับผิดเกิดขึ้นเมื่อชำระอากร วางหลักประกัน หรือจัดหาผู้ค้ำประกัน เว้นแต่กรณีได้รับยกเว้นอากร ให้ถือความรับผิดเกิดขึ้นเมื่อออกใบขนสินค้าตามกฎหมายศุลกากร
(2) การนำสินค้าในราชอาณาจักรเข้าไปในเขตปลอดอากร แล้วนำออกมาโดยมิใช่เพื่อส่งออก ให้ความรับผิดเกิดขึ้นในวันที่นำออกจากเขตดังกล่าว
(3) การนำเข้าของตกค้างตามกฎหมายศุลกากร ความรับผิดเกิดขึ้นเมื่อทางราชการขายทอดตลาดหรือขายโดยวิธีอื่นเพื่อชำระค่าภาษีและค่าใช้จ่ายที่เกี่ยวข้อง
(4) การนำเข้าสินค้าที่ได้รับยกเว้นอากรตามกฎหมายศุลกากร และได้รับยกเว้น VAT ตามมาตรา 81 (2)(ค) แต่ภายหลังต้องเสียอากร ให้ผู้มีหน้าที่ตามกฎหมายศุลกากรหรือผู้รับโอน มีความรับผิด VAT พร้อมกับความรับผิดตามกฎหมายศุลกากร"
มาตรา 78/3,"ความรับผิดในการเสียภาษีมูลค่าเพิ่มสำหรับการขายสินค้าหรือการให้บริการในกรณีต่อไปนี้ ให้เป็นไปตามที่กำหนดในกฎกระทรวง
(1) การขายสินค้าที่ไม่มีรูปร่าง เช่น สิทธิบัตร กู๊ดวิลล์ กระแสไฟฟ้า หรือสินค้าที่ไม่อาจกำหนดเวลาส่งมอบแน่นอน
(2) การขายสินค้าหรือให้บริการด้วยเครื่องอัตโนมัติ เช่น หยอดเหรียญ ใช้บัตร หรือวิธีคล้ายกัน
(3) การขายสินค้าหรือให้บริการที่ชำระด้วยบัตรเครดิตหรือวิธีคล้ายกัน
(4) การขายสินค้าตามสัญญาจะขายสินค้าตามมาตรา 77/1 (8)(ก)
(5) การขายสินค้าตามมาตรา 77/1 (8)(ง)(จ)(ฉ) หรือ (ช)"
