เลขมาตรา,เนื้อหา / สาระสำคัญ
มาตรา 39,"ภายใต้บังคับมาตรา 51, 52, 53, 54, 55, 56 และ 58 ผู้ขนส่งต้องรับผิดในความเสียหายจากการที่ของสูญหาย เสียหาย หรือส่งมอบล่าช้า หากเหตุเกิดขึ้นระหว่างที่ของอยู่ในความดูแลของตน
ของอยู่ในความดูแลของผู้ขนส่งตั้งแต่เวลาที่ได้รับของจากผู้ส่งของ ตัวแทน หรือเจ้าหน้าที่/บุคคลตามกฎหมาย ณ ท่าต้นทาง จนถึงเวลาที่ส่งมอบ ณ ท่าปลายทางหรือที่หมายปลายทางตามมาตรา 40"
มาตรา 40,"ถือว่าผู้ขนส่งได้ส่งมอบของแล้ว เมื่อ
(1) มอบของแก่ผู้รับตราส่ง
(2) ผู้รับตราส่งไม่มารับ และผู้ขนส่งได้จัดการตามสัญญา กฎหมาย หรือประเพณี ณ ท่าปลายทาง
(3) มอบของไว้กับเจ้าหน้าที่หรือบุคคลที่กฎหมายหรือกฎข้อบังคับ ณ ท่าปลายทางกำหนด"
มาตรา 41,"การส่งมอบชักช้าตามมาตรา 39 หมายถึง
(1) มีการกำหนดเวลาส่งมอบ แต่ผู้ขนส่งไม่ส่งมอบภายในเวลานั้น
(2) ไม่ได้กำหนดเวลา แต่ผู้ขนส่งไม่ส่งมอบภายในเวลาที่สมควรตามหน้าที่ โดยคำนึงถึงพฤติการณ์แห่งกรณี"
มาตรา 43,แม้ผู้ขนส่งมอบหมายให้ผู้ขนส่งอื่นทำการขนส่ง ผู้ขนส่งยังคงต้องรับผิดในความสูญหาย เสียหาย หรือการส่งมอบล่าช้า และต้องรับผิดในการกระทำของผู้ขนส่งอื่น รวมทั้งลูกจ้างและตัวแทนของผู้ขนส่งอื่น ที่ได้กระทำภายในทางการจ้างหรือขอบอำนาจตัวแทน
มาตรา 44,บทบัญญัติว่าด้วยความรับผิดของผู้ขนส่ง ให้นำมาใช้กับผู้ขนส่งอื่นเฉพาะส่วนที่ได้รับมอบหมาย
มาตรา 45,หากผู้ขนส่งและผู้ขนส่งอื่นต้องรับผิดในกรณีเดียวกัน ให้ถือเป็นลูกหนี้ร่วมกัน
มาตรา 46,สิทธิเรียกร้องค่าเสียหายจากการสูญหาย เสียหาย หรือส่งมอบชักช้า ต้องฟ้องคดีต่อศาลหรือเสนออนุญาโตตุลาการภายใน 1 ปีนับแต่วันที่ส่งมอบของ หรือวันที่พ้นกำหนดส่งมอบตามมาตรา 41 มิฉะนั้นสิทธิจะขาดอายุความ
มาตรา 52 ข้อยกเว้นความรับผิดของผู้ขนส่ง,"ผู้ขนส่งไม่ต้องรับผิด หากพิสูจน์ได้ว่าการสูญหาย เสียหาย หรือส่งมอบชักช้าเกิดจาก
(1) เหตุสุดวิสัย
(2) ภยันตรายหรืออุบัติเหตุในทะเลหรือน่านน้ำที่ใช้เดินเรือ
(3) สงครามหรือการสู้รบของกองกำลังติดอาวุธ
(4) สงครามกลางเมือง การจลาจล การก่อการร้าย หรือความวุ่นวายในบ้านเมือง
(5) การยึด จับ หน่วงเหนี่ยว หรือแทรกแซงเรือโดยผู้มีอำนาจรัฐหรือกฎหมาย โดยไม่เกิดจากความผิดหรือประมาทของผู้ขนส่ง
(6) มาตรการป้องกันและปราบโรคติดต่อ
(7) การนัดหยุดงาน ปิดงาน ผละงาน หรือทำงานล่าช้าที่ท่าเรือซึ่งขัดขวางการบรรทุก ขนถ่าย หรือการเข้าออกท่าเรือ
(8) การกระทำของโจรสลัด
(9) ความผิดของผู้ส่งของหรือผู้รับตราส่ง เช่น บรรจุหีบห่อไม่มั่นคง ไม่เหมาะสม หรือทำเครื่องหมายไม่ชัดเจน
(10) สภาพของของเอง
(11) ความชำรุดแฝงของเรือที่ตรวจไม่พบ แม้ตรวจอย่างระมัดระวังตามมาตรฐานผู้ตรวจเรือ
(12) ความผิดพลาดในการเดินเรือจากการปฏิบัติตามคำสั่งผู้นำร่อง
(13) เหตุอื่นที่ไม่ใช่ความผิดหรือประมาทของผู้ขนส่ง ตัวแทน หรือ ลูกจ้าง"
มาตรา 58 ข้อจำกัดความรับผิดของผู้ขนส่งและการคิดค่าเสียหาย,"หากของที่ผู้ขนส่งรับไว้สูญหายหรือเสียหาย ให้จำกัดความรับผิดไว้เพียง 10,000 บาทต่อหนึ่งหน่วยการขนส่ง หรือ 30 บาทต่อกิโลกรัมน้ำหนักสุทธิ แล้วแต่จำนวนใดสูงกว่า
ถ้าคำนวณราคาของตามมาตรา 61 แล้วต่ำกว่าที่กำหนด ให้ถือเอาตามราคาที่คำนวณได้
กรณีส่งมอบชักช้า จำกัดความรับผิดไว้ไม่เกิน 2.5 เท่าของค่าระวางของเฉพาะที่ชักช้า แต่รวมกันไม่เกินค่าระวางทั้งหมดตามสัญญา
หากต้องรับผิดทั้งตามวรรคหนึ่งและวรรคสาม โดยมีหน่วยการขนส่งเดียวกันเป็นมูลแห่งความรับผิด ให้จำกัดไว้ไม่เกินจำนวนเงินตามวรรคหนึ่ง"
มาตรา 59,"การคำนวณจำนวนเงินที่สูงกว่าตามมาตรา 58 วรรคหนึ่ง ให้ถือหลักเกณฑ์ดังนี้
(1) หากรวมหลายหน่วยการขนส่งเป็นหนึ่งหน่วย ถ้าในใบตราส่งระบุจำนวนและลักษณะไว้ ให้ถือจำนวนตามที่ระบุ แต่ถ้าไม่ระบุ ให้ถือเป็นหนึ่งหน่วยการขนส่ง
(2) หากภาชนะขนส่งสูญหายหรือเสียหาย และผู้ขนส่งไม่ได้เป็นเจ้าของหรือผู้จัดหา ให้ถือว่าภาชนะหนึ่งเป็นอีกหนึ่งหน่วยการขนส่งแยกจากของที่อยู่ในหรือบนภาชนะนั้น"
มาตรา 60,"การจำกัดความรับผิดตามมาตรา 58 ไม่ใช้บังคับในกรณีต่อไปนี้
(1) ความเสียหาย สูญหาย หรือชักช้าที่เกิดจากการกระทำหรืองดเว้นโดยเจตนาหรือโดยละเลยของผู้ขนส่ง ตัวแทน หรือ ลูกจ้าง ทั้งที่รู้ว่าอาจเกิดความเสียหาย
(2) ผู้ส่งของและผู้ขนส่งตกลงกันกำหนดความรับผิดไว้มากกว่ามาตรา 58 และระบุในใบตราส่ง
(3) ผู้ขนส่งจดแจ้งรายการตามที่ผู้ส่งของแจ้งโดยไม่บันทึกข้อสงวน ทั้งที่มีเจตนาฉ้อฉลผู้รับตราส่งหรือบุคคลภายนอก
(4) ผู้ส่งของแจ้งราคาให้ผู้ขนส่งทราบและผู้ขนส่งยอมรับ พร้อมแสดงราคาไว้ในใบตราส่ง
ในกรณี (4) หากราคาตามมาตรา 61 ต่ำกว่าราคาที่แสดง ให้ผู้ขนส่งรับผิดตามราคาที่คำนวณได้ แต่ถ้าสูงกว่า ให้รับผิดเพียงเท่าราคาที่แสดงในใบตราส่ง"
