เลขมาตรา,เนื้อหา / สาระสำคัญ
มาตรา 1337 ปลดเปลื้องการรบกวน,ใช้สิทธิของตนเกินสมควรทำให้เจ้าของอสังหาฯอื่นได้รับความเสียหาย เจ้าของนั้นมีสิทธิทำให้ความเสียหาย/ความเดือดร้อนนั้นสิ้นไป และเรียกค่าทดแทนได้
มาตรา 1349 ทางจำเป็น,"ที่ดินแปลงใดถูกที่ดินแปลงอื่นล้อมจนไม่มีทางออกสู่ทางสาธารณะ เจ้าของที่ดินมีสิทธิขอเปิดทางผ่านที่ดินที่ล้อมออกนั้นได้
ว.2 แม้มีทางออกแต่ต้องข้ามสระบึง ทะเล ที่ชันมาก ให้ใช้ว.1
ว.3 ที่และวิธีการผ่านทางต้องทำตามจำเป็นและเสียหายน้อยที่สุด ถ้าจำเป็นสร้างถนนก็ได้
ว.4 ผู้ผ่านที่ดินต้องใช้ค่าทดแทนเพื่อความเสียหาย"
มาตรา 1350 ทางจำเป็นที่ดินเดิม,เมื่อแบ่งที่ดินแล้วทำให้ที่ดินที่แบ่งแยกไม่มีทางออกสู่ทางสาธารณะ เจ้าของที่ดินนั้นมีสิทธิเรียกเอาทางเดินได้เฉพาะบนที่ดินที่ได้แบ่งแยก โดยไม่ต้องเสียค่าทดแทน
มาตรา 1357,ให้สันนิษฐานไว้ก่อนว่าเจ้าของรวมมีส่วนเท่ากัน
มาตรา 1358 จัดการรวม,"ให้สันนิษฐานไว้ก่อนว่าเจ้าของรวมมีสิทธิจัดการรวมกันการจัดการ
ว.2 ตามธรรมดา ใช้เสียงข้างมาก คนหนึ่งจัดการธรรมดาได้เว้นแต่ตกลงไว้อย่างอื่น แต่คนหนึ่งอาจจัดการเพื่อการเพื่อรักษาทรัพย์ได้เสมอ
ว.3 สาระสำคัญ ใช้เสียงข้างมาก และเสียงข้างมากนั้นมีส่วนไม่ต่ำกว่าครึ่งของค่าทรัพย์สิน
ว.4 เปลี่ยนแปลงวัตถุประสงค์ของทรัพย์ ต้องยินยอมทุกคน"
มาตรา 1359,คนหนึ่งอาจใช้สิทธิอันเกิดแต่กรรมสิทธิ์นั้นครอบไปถึงทั้งหมดเพื่อต่อสู้กับบุคคลภายนอกได้
มาตรา 1360 สิทธิใช้สอย,"เจ้าของรวมมีสิทธิใช้สอยทรัพย์สินได้ แต่ต้องไม่ขัดต่อสิทธิของเจ้าของรวมคนอื่น ๆ
ว.2 สันนิษฐานไว้ก่อนว่าเจ้าของคนหนึ่งมีสิทธิรับดอกผลตามส่วนของตน"
มาตรา 1361 สิทธิจำหน่าย/จำนอง,"เจ้าของรวมคนหนึ่งจะจำหน่าย/จำนอง/ก่อภาระติดพันในส่วนของตนก็ได้
ว.2 แต่จะจำหน่าย จำนำ จำนอง ก่อภาระติดพันตัวทรัพย์ไม่ได้ เว้นแต่จะได้รับความยินยอมจากเจ้าของรวมทุกคน"
มาตรา 1362,เจ้าของรวมทุกคนต้องช่วยกันออกค่าจัดการ ภาษี ค่ารักษา ค่าใช้ทรัพย์สิน
มาตรา 1363,เจ้าของรวมเรียกให้แบ่งทรัพย์นั้นได้ เว้นแต่จะมีนิติกรรมขัดอยู่ และจะเรียกให้แบ่งเวลาที่ไม่เป็นอันควรไม่ได้
มาตรา 1364,"การแบ่งทรัพย์สินระหว่างเจ้าของรวม – แบ่งกันเอง - ขายทรัพย์สินนั้นแล้วแบ่งเงินกัน
ว.2 ถ้าตกลงกันไม่ได้จะขอศาลแบ่งให้ก็ได้ โดยจะประมูลกันเองหรือจะขายทอดตลาดก็ได้"
มาตรา 1367 สิทธิครอบครอง,บุคคลใดยึดถือทรัพย์สินโดยยึดถือเพื่อตน บุคคลนั้นได้ซึ่งสิทธิครอบครอง
มาตรา 1368 ครอบครองแทน,บุคคลอาจได้สิทธิครอบครองโดยคนอื่นยึดถือไว้แทน
มาตรา 1371,ครอบครองทรัพย์สินเดียวกันสองคราว สันนิษฐานไว้ก่อนว่าติดต่อกัน
มาตรา 1373,สันนิษฐานไว้ก่อนว่าผู้มีชื่อในทะเบียนอสังหาฯ มีสิทธิครอบครอง
มาตรา 1374 ปลดเปลื้องการรบกวน,"เมื่ออสังหาฯถูกรบกวนการครอบครอง ฟ้องคดีปลดเปลื้องการรบกวนได้
ว.2 ฟ้องภายใน 1 ปี นับแต่รบกวน"
มาตรา 1375 แย่งการครอบครองคืน,"ถ้าถูกแย่งการครอบครองโดยมิชอบ ผู้ครอบครองมีสิทธิได้การครอบครองคืน เว้นแต่ผู้แย่งมีสิทธิเหนือกว่า
ว.2 ฟ้องเอาคืนได้ภายใน 1 ปีนับแต่ถูกแย่ง"
มาตรา 1377 สละการครอบครอง,เจตนาสละการครอบครอง ไม่ยึดถือต่อไป ถือว่าการครอบครองสิ้นสุด
มาตรา 1378 โอนการครอบครอง,การโอนการครอบครอง ทำได้โดยส่งมอบทรัพย์สินที่ครอบครอง
มาตรา 1381 เปลี่ยนลักษณะการครอบครอง,บุคคลครอบครองแทนผู้อื่นจะเปลี่ยนลักษณะการครอบครองได้ โดยการบอกกล่าวไปยังผู้ครอบครองว่าไม่ยึดครองแทนต่อไป แต่จะยึดถือเพื่อตน
มาตรา 1382 ครอบครองปรปักษ์,บุคคลครอบครองที่ดินมีกรรมสิทธิ์ของผู้อื่น โดยสงบ เปิดเผยเจตนาเป็นเจ้าของ ติดต่อกันอสังฯ 10 ปี สังฯ 5 ปี บุคคลนั้นได้กรรมสิทธิ์
มาตรา 1383,ทรัพย์ที่ได้มาโดยทำผิด/รับโอนไม่สุจริต ได้กรรมสิทธิ์เมื่อพ้นอายุความหรือเวลาตามมาตรา 1382 เลือกที่ยาวกว่า
มาตรา 1384 ขาดการยึดถือ,ผู้ครอบครองขาดการยึดถือโดยไม่สมัครใจและได้คืน/ฟ้องคดีภายใน 1 ปี ให้ถือว่าอายุความสะดุดหยุดลง
มาตรา 1385 นับอายุความต่อ,โอนการครอบครอง ผู้รับโอนนับอายุความต่อได้ และรับโอนข้อบกพร่องไปด้วย
มาตรา 1387 ภาระจำยอม,เจ้าของอสังหาฯหนึ่งต้องยอมรับกรรมบางอย่างซึ่งกระทบสิทธิ/งดเว้นการใช้สิทธิบางอย่างในอสังหาฯ เพื่อประโยชน์แก่อสังหาฯอื่น
มาตรา 1388,เจ้าของสามยฯไม่มีสิทธิเปลี่ยนแปลงให้ภาระฯรับภาระเพิ่มขึ้น
มาตรา 1389,เจ้าของสามยฯเปลี่ยนแปลงภาระจำยอม ต่อไม่ให้ภาระฯรับภาระหนักขึ้น
มาตรา 1390,ห้ามเจ้าของภารยฯทำการใดให้ประโยชน์แห่งภาระจำยอมลดลง/เสื่อมความสะดวก
มาตรา 1391,เจ้าของสามยฯทำการจำเป็นเพื่อรักษาภาระจำยอมได้แต่ต้องเสียค่าใช้จ่ายเอง และทรัพย์เสียหายเหน้อยที่สุด
มาตรา 1392,เจ้าของภารยย้ายภาระจำยอมไปที่อื่นได้ แต่ต้องไม่ให้ความสะดวกความสะดวกสดน้อยลง
