เลขมาตรา,เนื้อหา / สาระสำคัญ
มาตรา 1051 รับผิดในหนี้ก่อนออก,หุ้นส่วนที่ออกไปแล้วยังคงต้องรับผิดในหนี้ที่ห้างหุ้นส่วนก่อขึ้นก่อนออก
มาตรา 1052 รับผิดในหนี้ก่อนเข้า,ผู้เข้าเป็นหุ้นส่วนใหม่ต้องรับผิดในหนี้ที่ห้างก่อขึ้นก่อนเข้ามาเป็นหุ้นส่วนด้วย
มาตรา 1053,ห้างหุ้นส่วนที่ไม่ได้จดทะเบียน ข้อจำกัดอำนาจหุ้นส่วนไม่ผูกพันบุคคลภายนอก
มาตรา 1054 ใช้ชื่อตนตั้งชื่อ,"ผู้ใดแสดงตนหรือยินยอมให้ใช้ชื่อว่าเป็นหุ้นส่วน ย่อมต้องรับผิดต่อบุคคลภายนอกเสมือนเป็นหุ้นส่วน
ถ้าหุ้นส่วนตายแล้ว ห้างหุ้นส่วนยังใช้ชื่อเดิมหรือชื่อผู้ตายต่อไป กองมรดกของผู้ตายไม่ต้องรับผิดในหนี้ที่เกิดหลังการตาย"
มาตรา 1055 ห้างหุ้นส่วนสามัญเลิกกันได้ในกรณีดังนี้,"(1) มีเหตุเลิกตามที่กำหนดไว้ในสัญญา
(2) สัญญามีกำหนดเวลา เมื่อครบกำหนดนั้น
(3) สัญญาทำเพื่อกิจการเฉพาะ เมื่อเสร็จกิจการนั้น
(4) หุ้นส่วนคนใดบอกกล่าวเลิกตามมาตรา 1056
(5) หุ้นส่วนคนใดตาย ล้มละลาย หรือเป็นผู้ไร้ความสามารถ"
มาตรา 1066 หุ้นส่วนจดทะเบียนห้ามประกอบกิจการแข่งขัน,"หุ้นส่วนในห้างหุ้นส่วนจดทะเบียนห้ามทำกิจการที่เหมือนและแข่งขันกับห้าง ไม่ว่าทำเพื่อตน ผู้อื่น หรือไปเป็นหุ้นส่วนไม่จำกัดความรับผิดในห้างอื่นที่ทำกิจการเหมือนและแข่งขัน เว้นแต่ได้รับความยินยอมจากหุ้นส่วนทั้งหมด
ข้อห้ามนี้ไม่ใช้ หากหุ้นส่วนทั้งหลายรู้อยู่แล้วตอนจดทะเบียนว่ามีหุ้นส่วนทำกิจการหรือเป็นหุ้นส่วนในห้างอื่นที่มีวัตถุประสงค์เดียวกัน และสัญญาไม่ได้บังคับให้ออนตัวออก"
มาตรา 1068 หุ้นจด รับผิดในหนี้ก่อนออก,หุ้นส่วนที่ออกจากห้างหุ้นส่วนจดทะเบียน ยังต้องรับผิดในหนี้ที่ห้างก่อขึ้นก่อนออก แต่จำกัดเพียง 2 ปี นับแต่วันออกจากหุ้นส่วน
มาตรา 1070 โดนบังคับหนี้,หากห้างหุ้นส่วนจดทะเบียนผิดนัด เจ้าหนี้มีสิทธิเรียกชำระหนี้จากหุ้นส่วนคนใดก็ได้
มาตรา 1071,"ในกรณีดังกล่าว หากหุ้นส่วนพิสูจน์ได้ว่า
(1) สินทรัพย์ของห้างยังพอชำระหนี้ได้ทั้งหมดหรือบางส่วน และ
(2) การบังคับเอาจากห้างไม่เป็นการยาก
ศาลอาจสั่งให้ใช้สินทรัพย์ของห้างชำระหนี้ก่อน ตามที่เห็นสมควร"
มาตรา 1077,"ห้างหุ้นส่วนจำกัด คือห้างหุ้นส่วนที่มีผู้เป็นหุ้นส่วน 2 จำพวก คือ
(1) หุ้นส่วนที่รับผิดจำกัด ไม่เกินจำนวนเงินที่ตนรับจะลงหุ้น
(2) หุ้นส่วนที่ต้องรับผิดร่วมกันในหนี้ทั้งหมดโดยไม่จำกัดจำนวน"
มาตรา 1078 หุ้นส่วนลาออก,"หุ้นส่วนผู้จัดการจะลาออก ต้องยื่นใบลาออกต่อหุ้นส่วนผู้จัดการอีกคน การลาออกมีผลเมื่ออีกฝ่ายได้รับ
ถ้ามีหุ้นส่วนผู้จัดการเพียงคนเดียว ต้องแจ้งเป็นหนังสือให้หุ้นส่วนคนหนึ่งทราบ เพื่อนัดประชุมตั้งผู้จัดการใหม่ พร้อมแนบใบลาออก การลาออกมีผลเมื่อผู้รับได้รับ
ผู้ลาออกอาจแจ้งการลาออกต่อนายทะเบียนด้วยก็ได้"
มาตรา 1079 หนี้ก่อนจด,ห้างหุ้นส่วนจำกัดที่ยังไม่จดทะเบียน ให้ถือเป็นห้างหุ้นส่วนสามัญ หุ้นส่วนทุกคนต้องรับผิดร่วมกันไม่จำกัดจำนวนกว่าจะจดทะเบียน
มาตรา 1080 บทที่ยืมใช้จากห้างหุ้นส่วนสามัญ,"บทบัญญัติห้างหุ้นส่วนสามัญ ให้นำมาใช้กับห้างหุ้นส่วนจำกัด เว้นแต่ที่แก้ไขไว้ในหมวดนี้
ถ้ามีหุ้นส่วนจำพวกไม่จำกัดหลายคน ให้ใช้บทบัญญัติห้างหุ้นส่วนสามัญบังคับความสัมพันธ์ระหว่างกันและกับห้างหุ้นส่วน"
มาตรา 1081 ห้ามนำชื่อหุ้นส่วนจำกัดมาตั้งชื่อ,ห้ามนำชื่อหุ้นส่วนจำพวกจำกัดความรับผิดมาใช้เป็นชื่อห้าง
มาตรา 1082 ความรับผิดเอาชื่อมาตั้ง,"ถ้าหุ้นส่วนจำพวกจำกัดความรับผิดยินยอมให้ใช้ชื่อเป็นชื่อห้าง ต้องรับผิดต่อบุคคลภายนอกเสมือนเป็นหุ้นส่วนไม่จำกัดความรับผิด
แต่ระหว่างหุ้นส่วนกัน ให้เป็นไปตามสัญญาหุ้นส่วน"
มาตรา 1087 ตั้งผู้จัดการ,ห้างหุ้นส่วนจำกัด ต้องให้หุ้นส่วนจำพวกไม่จำกัดความรับผิดเป็นผู้จัดการเท่านั้น
มาตรา 1088 สอดเข้าจัดการแทนห้าง,"หุ้นส่วนจำพวกจำกัดความรับผิดที่เข้าไปจัดการงานของห้าง ต้องรับผิดร่วมกันในหนี้ทั้งหมดโดยไม่จำกัดจำนวน
แต่การให้ความเห็น แนะนำ หรือออกเสียงเลือกตั้งและถอดถอนผู้จัดการตามสัญญาหุ้นส่วน ไม่นับว่าเป็นการจัดการงาน"
มาตรา 1090 หุ้นส่วนจำกัดประกอบการค้าแข่งได้,หุ้นส่วนจำพวกจำกัดความรับผิดอาจทำการค้าเพื่อประโยชน์ตนหรือผู้อื่นได้ แม้จะเป็นกิจการเช่นเดียวกับของห้างหุ้นส่วนก็ไม่ห้าม
มาตรา 1095 ฟ้องห้าง,"ถ้าห้างยังไม่เลิก เจ้าหนี้ไม่มีสิทธิฟ้องหุ้นส่วนจำพวกจำกัดความรับผิด แต่เมื่อห้างเลิกแล้ว เจ้าหนี้ฟ้องหุ้นส่วนจำพวกจำกัดได้เพียงดังนี้
(1) เงินลงหุ้นที่ยังค้างส่ง
(2) เงินลงหุ้นที่ถอนออกไปจากทรัพย์สินห้าง
(3) เงินปันผลและดอกเบี้ยที่ได้รับไปโดยทุจริตหรือฝ่าฝืนกฎหมาย"
มาตรา 1096 ความรับผิดผู้ถือหุ้น,บริษัทจำกัด คือบริษัทที่แบ่งทุนเป็นหุ้นมูลค่าเท่ากัน ผู้ถือหุ้นแต่ละคนรับผิดจำกัดเพียงจำนวนเงินที่ยังส่งไม่ครบค่าหุ้นที่ตนถือ
มาตรา 1127 ออกหุ้น,"บริษัทต้องออกใบหุ้นให้ผู้ถือหุ้นทุกคน
จะเรียกค่าธรรมเนียมได้ แต่ไม่เกิน 10 บาท"
มาตรา 1128 องค์ประกอบใบหุ้น,"ใบหุ้นต้องมีลายมือชื่อกรรมการอย่างน้อย 1 คน และตราบริษัทถ้ามี โดยต้องระบุ
(1) ชื่อบริษัท
(2) เลขหมายหุ้น
(3) มูลค่าหุ้น
(4) จำนวนเงินค่าหุ้นที่ชำระแล้ว ถ้ายังไม่ครบ
(5) ชื่อผู้ถือหุ้น หรือข้อความว่าออกให้แก่ผู้ถือ"
มาตรา 1129 โอนหุ้น,"หุ้นโอนได้โดยไม่ต้องได้รับความยินยอม เว้นแต่หุ้นระบุชื่อที่ข้อบังคับกำหนดไว้
การโอนหุ้นระบุชื่อต้องทำเป็นหนังสือ มีลายมือชื่อผู้โอน ผู้รับโอน และพยานอย่างน้อย 1 คน พร้อมระบุเลขหมายหุ้น มิฉะนั้นเป็นโมฆะ
จะมีผลต่อบริษัทหรือบุคคลภายนอกได้ก็ต่อเมื่อจดแจ้งชื่อและที่อยู่ผู้รับโอนในทะเบียนผู้ถือหุ้น"
มาตรา 1133 หุ้นที่ยังส่งเงินไม่ครบ,"หุ้นที่ยังส่งเงินไม่ครบ หากมีการโอน ผู้โอนยังต้องรับผิดในส่วนเงินที่ยังค้าง แต่มีข้อยกเว้นดังนี้
(1) ผู้โอนไม่ต้องรับผิดในหนี้ที่เกิดขึ้นหลังโอน
(2) ผู้โอนไม่ต้องรับผิดชำระหนี้ เว้นแต่ศาลเห็นว่าผู้ถือหุ้นที่เหลือไม่สามารถชำระหนี้ได้
การฟ้องผู้โอนให้รับผิด ต้องทำภายใน 2 ปีนับแต่วันจดแจ้งการโอนในทะเบียนผู้ถือหุ้น"
มาตรา 1135 โอนหุ้นผู้ถือ,หุ้นที่มีใบหุ้นออกให้แก่ผู้ถือนั้น โอนได้ด้วยการส่งมอบใบหุ้นเท่านั้น
มาตรา 1168 กรรมการรับผิด,"กรรมการต้องปฏิบัติด้วยความระมัดระวังเหมือนบุคคลค้าขาย และต้องร่วมกันรับผิดในเรื่องดังนี้
(1) เงินค่าหุ้นต้องมีการชำระจริง
(2) จัดทำและเก็บรักษาสมุดบัญชีและเอกสารตามกฎหมาย
(3) แจกเงินปันผลหรือดอกเบี้ยให้ถูกต้องตามกฎหมาย
(4) บริหารตามมติที่ประชุมใหญ่
ห้ามกรรมการทำการค้าที่เหมือนและแข่งขันกับบริษัท ไม่ว่าทำเพื่อตน ผู้อื่น หรือไปเข้าหุ้นส่วนไม่จำกัดความรับผิด เว้นแต่ที่ประชุมใหญ่ยินยอม
บทนี้ใช้กับผู้แทนของกรรมการด้วย"
มาตรา 1169 ฟ้องกรรมการ,"ถ้ากรรมการทำให้บริษัทเสียหาย บริษัทอาจฟ้องเรียกค่าสินไหม หรือถ้าบริษัทไม่ฟ้อง ผู้ถือหุ้นคนใดก็ฟ้องได้
อีกทั้งเจ้าหนี้ของบริษัทยังสิทธิเรียกร้องแทนบริษัทได้ในขอบเขตที่ยังเป็นเจ้าหนี้อยู่"
มาตรา 1171 ประชุมใหญ่,"ต้องมีการประชุมใหญ่ครั้งแรกภายใน 6 เดือนนับแต่วันจดทะเบียน และต่อไปอย่างน้อยทุก 12 เดือน เรียกว่า ""ประชุมสามัญ"" ส่วนการประชุมใหญ่อื่นเรียกว่า ""ประชุมวิสามัญ"""
มาตรา 1172 กรรมการเรียกประชุมวิสามัญ,กรรมการอาจเรียกประชุมวิสามัญเมื่อใดก็ได้ หากบริษัทขาดทุนถึงกึ่งหนึ่งของทุน ต้องเรียกประชุมวิสามัญทันทีเพื่อแจ้งผู้ถือหุ้น
มาตรา 1173 ผู้ถือหุ้นเรียกประชุมวิสามัญ,ต้องเรียกประชุมวิสามัญเมื่อผู้ถือหุ้นไม่น้อยกว่าหนึ่งในห้าของหุ้นทั้งหมดเข้าชื่อทำหนังสือร้องขอ โดยต้องระบุวัตถุประสงค์การประชุมในหนังสือร้องขอนั้น
มาตรา 1174 เวลาเรียกประชุม,เมื่อผู้ถือหุ้นยื่นคำร้องขอประชุมวิสามัญ กรรมการต้องเรียกประชุมโดยเร็ว หากไม่เรียกภายใน 30 วัน ผู้ถือหุ้นผู้ร้องหรือผู้ถือหุ้นอื่นที่รวมได้ตามจำนวนกฎหมายกำหนด อาจเรียกประชุมเองได้
มาตรา 1175 คำบอกกล่าว,"การเรียกประชุมใหญ่ ต้องส่งคำบอกกล่าวทางไปรษณีย์ถึงผู้ถือหุ้นไม่น้อยกว่า 7 วันก่อนประชุม หากบริษัทมีหุ้นออกให้แก่ผู้ถือ ต้องโฆษณาในหนังสือพิมพ์ท้องถิ่นอย่างน้อย 1 ครั้ง หรือในสื่ออิเล็กทรอนิกส์ตามกฎกระทรวง ไม่น้อยกว่า 7 วัน และถ้าเป็นการประชุมเพื่อลงมติพิเศษ ต้องทำไม่น้อยกว่า 14 วัน
คำบอกกล่าวต้องระบุสถานที่ วัน เวลา เรื่องที่จะประชุม และหากเป็นมติพิเศษ ต้องระบุข้อความที่จะให้ลงมติด้วย"
มาตรา 1178 องค์ประชุม,การประชุมใหญ่ต้องมีผู้ถือหุ้นไม่น้อยกว่า 2 คน และรวมจำนวนหุ้นไม่น้อยกว่าหนึ่งในสี่ของทุนบริษัท จึงจะลงมติได้
มาตรา 1179 ไม่ครบองค์,"หากครบชั่วโมงหลังเวลานัดแล้ว ยังไม่ครบองค์ประชุมตามมาตรา 1178 ถ้าเป็นการประชุมที่ผู้ถือหุ้นร้องขอ ให้เลิกประชุม
ถ้าไม่ใช่การประชุมที่ผู้ถือหุ้นร้องขอ ต้องเรียกประชุมใหม่ภายใน 14 วัน และครั้งหลังนี้ไม่จำเป็นต้องครบองค์ประชุม"
มาตรา 1182 ลงคะแนน,"หากลงคะแนนด้วยการชูมือ ผู้ถือหุ้นแต่ละคนที่เข้าประชุมเองหรือมอบฉันทะให้ผู้อื่นถือว่ามี 1 คะแนนเสียง
แต่ถ้าลงคะแนนลับ ผู้ถือหุ้นจะมี 1 คะแนนเสียงต่อหุ้นหนึ่งที่ตนถือ"
มาตรา 1190 การลงมติ,การลงมติในที่ประชุมใหญ่ให้ใช้วิธีชูมือ เว้นแต่มีผู้ถือหุ้นอย่างน้อย 2 คนร้องขอให้ลงคะแนนลับก่อนหรือในขณะประกาศผล
มาตรา 1194 มติพิเศษ,เรื่องที่กฎหมายกำหนดให้ทำโดยมติพิเศษ ที่ประชุมใหญ่ต้องมีคะแนนเสียงไม่น้อยกว่า 3 ใน 4 ของผู้ถือหุ้นที่เข้าประชุมและมีสิทธิออกเสียง
มาตรา 1195 เพิกถอนมติ,หากการประชุมใหญ่นัด ประชุม หรือมีมติฝ่าฝืนกฎหมายหรือข้อบังคับบริษัท เมื่อกรรมการหรือผู้ถือหุ้นร้อง ศาลอาจเพิกถอนมติดังกล่าวได้ แต่ต้องร้องภายใน 1 เดือนนับแต่วันลงมติ
มาตรา 1236 บริษัทจำกัดเลิก,"บริษัทจำกัดเลิกกันได้ในกรณีดังนี้
(1) มีเหตุเลิกตามที่กำหนดไว้ในข้อบังคับ
(2) ตั้งขึ้นกำหนดเวลาไว้ เมื่อครบกำหนด
(3) ตั้งขึ้นเพื่อกิจการเฉพาะ เมื่อเสร็จกิจการนั้น
(4) มีมติพิเศษให้เลิก
(5) บริษัทล้มละลาย"
