เลขมาตรา,เนื้อหา / สาระสำคัญ
มาตรา 1492,"เมื่อมีการแยกสินสมรสตามมาตรา 1484 วรรคสอง มาตรา 1491 หรือมาตรา 1598/17 วรรคสอง ทรัพย์สินที่แยกออกเป็นสินส่วนตัวของคู่สมรสฝ่ายนั้น และทรัพย์ที่ได้มาในภายหลังให้เป็นสินส่วนตัว ไม่เป็นสินสมรส
สินสมรสที่ได้มาโดยพินัยกรรมหรือการให้เป็นหนังสือตามมาตรา 1474 (2) หลังจากแยกสินสมรส ให้เป็นสินส่วนตัวของคู่สมรสฝ่ายละครึ่ง
ดอกผลของสินส่วนตัวที่ได้มาหลังแยกสินสมรสให้เป็นสินส่วนตัว"
มาตรา 1494,การสมรสเป็นโมฆะได้เฉพาะที่บัญญัติไว้ในหมวดนี้
มาตรา 1495,"การสมรสที่ฝ่าฝืนมาตรา 1449, 1450, 1452 และ 1458 เป็นโมฆะ"
มาตรา 1496,"ศาลเท่านั้นมีอำนาจพิพากษาว่าการสมรสที่ฝ่าฝืนมาตรา 1449, 1450 และ 1458 เป็นโมฆะ
คู่สมรส บิดามารดา ผู้สืบสันดาน หรือผู้มีส่วนได้เสีย (ผ่านอัยการ) ขอให้ศาลพิพากษาได้"
มาตรา 1497,การสมรสที่เป็นโมฆะเพราะฝ่าฝืนมาตรา 1452 ผู้มีส่วนได้เสียกล่าวอ้างหรือขอให้ศาลพิพากษาได้
มาตรา 1498,การสมรสเป็นโมฆะ ไม่ก่อสิทธิในทรัพย์สินระหว่างคู่สมรส ทรัพย์ที่ฝ่ายใดมีหรือได้มายังคงเป็นของฝ่ายนั้น ทรัพย์ที่หามาได้ร่วมกันให้แบ่งคนละครึ่ง เว้นแต่ศาลจะสั่งเป็นอย่างอื่นตามพฤติการณ์
มาตรา 1499,"การสมรสเป็นโมฆะเพราะฝ่าฝืนมาตรา 1449, 1450, 1458 ไม่กระทบสิทธิที่ผู้สมรสโดยสุจริตได้มาก่อนคำพิพากษาถึงที่สุด
การสมรสเป็นโมฆะเพราะฝ่าฝืนมาตรา 1452 ไม่กระทบสิทธิที่ผู้สมรสโดยสุจริตได้มาก่อนรู้เหตุ แต่ไม่ทำให้มีสิทธิรับมรดกในฐานะทายาทโดยธรรม
หากสมรสโดยสุจริตแต่เป็นโมฆะ คู่สมรสฝ่ายนั้นมีสิทธิเรียกค่าทดแทน และหากยากจนลงเพราะการสมรสเป็นโมฆะ มีสิทธิเรียกค่าเลี้ยงชีพได้ โดยให้นำมาตรา 1526 วรรคหนึ่ง และมาตรา 1528 มาใช้โดยอนุโลม
สิทธิเรียกร้องค่าทดแทนหรือค่าเลี้ยงชีพมีอายุความ 2 ปี นับแต่วันที่ศาลพิพากษาถึงที่สุด หรือวันที่รู้เหตุที่ทำให้สมรสเป็นโมฆะแล้วแต่กรณี"
มาตรา 1501,การสมรสสิ้นสุดลงด้วยความตาย การหย่า หรือคำพิพากษาเพิกถอน
มาตรา 1502,การสมรสโมฆียะสิ้นสุดลงเมื่อศาลพิพากษาเพิกถอน
มาตรา 1503,"เหตุเพิกถอนการสมรสเพราะเป็นโมฆียะ ได้แก่ การฝ่าฝืนมาตรา 1448, 1454, 1505, 1507 และ 1509"
มาตรา 1504,"การสมรสที่ฝ่าฝืนมาตรา 1448 ผู้มีส่วนได้เสียขอเพิกถอนได้ แต่บิดามารดาหรือผู้ปกครองที่เคยให้ความยินยอมแล้วเพิกถอนไม่ได้
หากศาลยังไม่เพิกถอนจนคู่สมรสมีอายุครบ หรือหญิงมีครรภ์ก่อนถึงเกณฑ์อายุ ให้ถือว่าสมรสสมบูรณ์ตั้งแต่แรก"
มาตรา 1505,"การสมรสที่คู่สมรสสำคัญผิดตัว เป็นโมฆียะ
สิทธิขอเพิกถอนระงับเมื่อเกิน 90 วันนับแต่วันสมรส"
มาตรา 1506,"การสมรสที่เกิดจากกลฉ้อฉล เป็นโมฆียะ
เว้นแต่กลฉ้อฉลทำโดยบุคคลภายนอกโดยที่อีกฝ่ายไม่รู้เห็น
สิทธิขอเพิกถอนระงับเมื่อเกิน 90 วันนับแต่รู้หรือควรจะรู้ หรือเกิน 1 ปีนับแต่วันสมรส"
มาตรา 1507,"การสมรสที่เกิดจากการข่มขู่ เป็นโมฆียะ
สิทธิขอเพิกถอนระงับเมื่อเกิน 1 ปีนับแต่พ้นจากการข่มขู่"
มาตรา 1508,การสมรสที่เป็นโมฆียะเพราะสำคัญผิดตัว ถูกกลฉ้อฉล หรือถูกข่มขู่ คู่สมรสที่เสียหายเท่านั้นที่ขอเพิกถอนได้
มาตรา 1509,การสมรสที่มิได้รับความยินยอมตามมาตรา 1454 เป็นโมฆียะ
มาตรา 1510,การสมรสโมฆียะเพราะขาดความยินยอมตามมาตรา 1454 ผู้มีอำนาจให้ความยินยอมเท่านั้นที่เพิกถอนได้ สิทธิขอเพิกถอนระงับเมื่อคู่สมรสมีอายุครบ 20 ปี หรือหญิงมีครรภ์ และการฟ้องมีอายุความ 1 ปีนับแต่ทราบการสมรส
มาตรา 1511,การสมรสที่ศาลพิพากษาเพิกถอน ถือว่าสิ้นสุดลงเมื่อคำพิพากษาถึงที่สุด แต่ไม่กระทบสิทธิของบุคคลภายนอกที่สุจริต เว้นแต่ได้จดทะเบียนเพิกถอนไว้แล้ว
มาตรา 1514,การหย่าทำได้โดยความยินยอมของทั้งสองฝ่ายหรือโดยคำพิพากษาศาล การหย่าโดยความยินยอมต้องทำเป็นหนังสือและมีพยานลงชื่ออย่างน้อย 2 คน
มาตรา 1515,การหย่าโดยความยินยอมจะสมบูรณ์ต่อเมื่อคู่สมรสได้จดทะเบียนหย่าแล้ว
มาตรา 1516 เหตุฟ้องหย่า,"เหตุฟ้องหย่า ได้แก่
(1) ฝ่ายหนึ่งมีชู้หรือร่วมประเวณีกับผู้อื่นเป็นอาจิณ
(2) ฝ่ายหนึ่งประพฤติชั่ว ทำให้อีกฝ่ายอับอาย ถูกดูถูก หรือเดือดร้อนเกินควร
(3) ฝ่ายหนึ่งทำร้าย ทรมาน หรือหมิ่นประมาทเหยียดหยามอีกฝ่ายหรือบุพการีอย่างร้ายแรง
(4) ฝ่ายหนึ่งจงใจละทิ้งร้างเกิน 1 ปี
(4/1) ฝ่ายหนึ่งถูกจำคุกเกิน 1 ปีในคดีที่อีกฝ่ายไม่เกี่ยวข้อง และการสมรสต่อไปจะทำให้อีกฝ่ายเดือดร้อนเกินควร
(4/2) คู่สมรสสมัครใจแยกกันอยู่เกิน 3 ปี หรือแยกกันอยู่ตามคำสั่งศาลเกิน 3 ปี
(5) ฝ่ายหนึ่งถูกสั่งเป็นคนสาบสูญ หรือหายไปเกิน 3 ปีโดยไม่รู้เป็นตาย
(6) ฝ่ายหนึ่งไม่อุปการะเลี้ยงดูหรือทำตัวเป็นปฏิปักษ์ต่อการสมรสจนอีกฝ่ายเดือดร้อนเกินควร
(7) ฝ่ายหนึ่งวิกลจริตเกิน 3 ปีและยากจะหาย จนไม่อาจอยู่ร่วมกันได้
(8) ฝ่ายหนึ่งผิดทัณฑ์บนที่ให้ไว้เกี่ยวกับความประพฤติ
(9) ฝ่ายหนึ่งเป็นโรคติดต่อร้ายแรงเรื้อรัง อาจเป็นภัยแก่อีกฝ่าย
(10) ฝ่ายหนึ่งไม่สามารถร่วมประเวณีหรือสนองความใคร่ของอีกฝ่ายได้ตลอดกาล"
มาตรา 1517,"หากอีกฝ่ายยินยอมหรือรู้เห็นเป็นใจในเหตุฟ้องหย่าตาม (1) และ (2) จะฟ้องหย่าไม่ได้
หากเหตุ (10) เกิดจากการกระทำของอีกฝ่าย จะยกเป็นเหตุฟ้องไม่ได้
ถ้าเหตุฟ้องเป็นเรื่องผิดทัณฑ์บนตาม (8) แต่เป็นเรื่องเล็กน้อย หรือไม่สำคัญต่อการอยู่ร่วมกัน ศาลอาจไม่พิพากษาให้หย่า"
มาตรา 1518,สิทธิฟ้องหย่าสิ้นสุด หากผู้มีสิทธิฟ้องได้แสดงออกว่าให้อภัยต่อการกระทำของอีกฝ่ายที่เป็นเหตุฟ้องนั้นแล้ว
มาตรา 1523,"หากศาลพิพากษาหย่าตามมาตรา 1516 (1) คู่สมรสฝ่ายหนึ่งมีสิทธิเรียกค่าทดแทนจากอีกฝ่าย และจากบุคคลที่ได้รับการอุปการะหรือเป็นเหตุแห่งการหย่า
คู่สมรสยังเรียกค่าทดแทนจากผู้ที่ล่วงเกินคู่สมรสอีกฝ่ายหนึ่งในทำนองชู้ หรือผู้ที่แสดงตนเปิดเผยว่ามีความสัมพันธ์ในทำนองชู้กับคู่สมรสอีกฝ่ายได้
แต่ถ้าคู่สมรสฝ่ายใดยินยอมหรือรู้เห็นเป็นใจให้อีกฝ่ายทำการดังกล่าว หรือให้ผู้อื่นทำการตามวรรคสอง ฝ่ายนั้นไม่มีสิทธิเรียกค่าทดแทน"
มาตรา 1532,เมื่อหย่า ต้องแบ่งสินสมรสให้คู่สมรสแต่ละฝ่ายได้รับเท่ากัน
มาตรา 1535,เมื่อการสมรสสิ้นสุดลง ต้องแบ่งความรับผิดในหนี้ร่วมกันให้คู่สมรสแต่ละฝ่ายรับผิดเท่ากัน
มาตรา 1536,"เด็กที่เกิดจากหญิงในระหว่างสมรส หรือภายใน 310 วันนับแต่การสมรสสิ้นสุด สันนิษฐานว่าเป็นบุตรชอบด้วยกฎหมายของชายผู้เป็นหรือเคยเป็นคู่สมรส
หลักการนี้ใช้กับบุตรที่เกิดก่อนศาลพิพากษาถึงที่สุดว่าการสมรสเป็นโมฆะ หรือเกิดภายใน 310 วันนับแต่วันพิพากษานั้น"
มาตรา 1537,หากหญิงสมรสใหม่โดยฝ่าฝืนมาตรา 1453 และคลอดบุตรภายใน 310 วันนับแต่การสมรสสิ้นสุด ให้สันนิษฐานว่าเด็กเป็นบุตรชอบด้วยกฎหมายของคู่สมรสคนใหม่ และห้ามอ้างข้อสันนิษฐานตามมาตรา 1536 ว่าเป็นบุตรของคู่สมรสเดิม เว้นแต่ศาลพิพากษาว่าเด็กไม่ใช่บุตรของคู่สมรสคนใหม่
มาตรา 1538,"หากบุคคลสมรสฝ่าฝืนมาตรา 1452 เด็กที่เกิดระหว่างการสมรสนั้น ให้สันนิษฐานว่าเป็นบุตรชอบด้วยกฎหมายของคู่สมรสที่จดทะเบียนครั้งหลัง
กรณีหญิงสมรสฝ่าฝืนมาตรา 1452 หากศาลพิพากษาถึงที่สุดว่าเด็กไม่ใช่บุตรของคู่สมรสครั้งหลัง ให้นำข้อสันนิษฐานตามมาตรา 1536 มาใช้"
มาตรา 1556,"การฟ้องขอให้รับเด็กเป็นบุตร
ถ้าเด็กอายุต่ำกว่า 15 ปี ผู้แทนโดยชอบธรรมฟ้องแทน หากไม่มีหรือไม่สามารถทำหน้าที่ ญาติสนิทหรืออัยการขอต่อศาลตั้งผู้แทนเฉพาะคดีได้
ถ้าเด็กอายุครบ 15 ปี ต้องฟ้องเอง โดยไม่ต้องได้รับความยินยอมจากผู้แทนโดยชอบธรรม
ถ้าเด็กบรรลุนิติภาวะแล้ว ต้องฟ้องภายใน 1 ปีนับแต่วันบรรลุนิติภาวะ
ถ้าเด็กตายในขณะที่ยังมีสิทธิฟ้อง ผู้สืบสันดานฟ้องแทนได้
หากรู้เหตุที่จะฟ้องก่อนเด็กตาย ต้องฟ้องภายใน 1 ปีนับแต่วันตาย
หากรู้เหตุหลังเด็กตาย ต้องฟ้องภายใน 1 ปีนับแต่วันที่รู้เหตุ แต่ไม่เกิน 10 ปีนับแต่วันตาย
ถ้าผู้สืบสันดานเป็นผู้เยาว์ ให้นำหลักการฟ้องตามวรรคต้นมาใช้โดยอนุโลม"
มาตรา 1557,ความเป็นบุตรชอบด้วยกฎหมายตามมาตรา 1547 ให้มีผลตั้งแต่วันที่เด็กเกิด แต่ไม่อาจอ้างเพื่อตัดสิทธิของบุคคลภายนอกผู้ทำการโดยสุจริต ระหว่างตั้งแต่วันเด็กเกิดจนถึงวันที่บิดามารดาสมรสกัน บิดาจดทะเบียนรับรองบุตร หรือศาลพิพากษาถึงที่สุดว่าเป็นบุตร
มาตรา 1558,"หากฟ้องคดีให้รับเด็กเป็นบุตรของผู้ตายภายในอายุความมรดก และศาลพิพากษาว่าเป็นบุตรชอบด้วยกฎหมาย เด็กมีสิทธิรับมรดกในฐานะทายาทโดยธรรม
ถ้ามีการแบ่งมรดกไปแล้ว ให้นำบทบัญญัติเรื่องลาภมิควรได้มาใช้บังคับโดยอนุโลม"
มาตรา 1564,"บิดามารดาต้องเลี้ยงดูและให้การศึกษาบุตรในช่วงที่เป็นผู้เยาว์
บิดามารดาต้องเลี้ยงดูบุตรที่บรรลุนิติภาวะแล้วต่อเมื่อบุตรทุพพลภาพและเลี้ยงตนเองไม่ได้"
มาตรา 1574,"ผู้ใช้อำนาจปกครองจะทำนิติกรรมเกี่ยวกับทรัพย์สินของผู้เยาว์ตามรายการต่อไปนี้ไม่ได้ เว้นแต่ศาลอนุญาต
(1) ขาย แลกเปลี่ยน ขายฝาก ให้เช่าซื้อ จำนอง ปลดจำนอง หรือโอนสิทธิจำนองในอสังหาริมทรัพย์หรือสังหาริมทรัพย์ที่อาจจำนองได้
(2) ทำให้สิ้นสุดสิทธิของผู้เยาว์ในอสังหาริมทรัพย์ทั้งหมดหรือบางส่วน
(3) ก่อภาระจำยอม สิทธิอาศัย สิทธิเหนือพื้นดิน สิทธิเก็บกิน หรือภาระติดพันอื่นในอสังหาริมทรัพย์
(4) จำหน่ายสิทธิเรียกร้องที่เกี่ยวกับอสังหาริมทรัพย์หรือสังหาริมทรัพย์ที่อาจจำนองได้ หรือสิทธิเรียกร้องให้ทรัพย์สินของผู้เยาว์ปลอดจากภาระ
(5) ให้เช่าอสังหาริมทรัพย์เกิน 3 ปี
(6) ก่อข้อผูกพันใด ๆ ที่มีผลตาม (1) (2) หรือ (3)
(7) ให้กู้ยืมเงิน
(8) ให้โดยเสน่หา เว้นแต่บริจาคเงินได้ของผู้เยาว์เพื่อการกุศล สังคม หรือหน้าที่ธรรมจรรยา พอสมควรแก่ฐานะ
(9) รับการให้โดยเสน่หาที่มีเงื่อนไขหรือภาระติดพัน หรือปฏิเสธการให้โดยเสน่หา
(10) ทำประกันหรือทำนิติกรรมที่ทำให้ผู้เยาว์ต้องรับผิดชำระหนี้แทนผู้อื่น
(11) นำทรัพย์สินไปแสวงหาผลประโยชน์ นอกจากที่กฎหมายกำหนดไว้ในมาตรา 1598/4 (1) (2) (3)
(12) ประนีประนอมยอมความ
(13) มอบข้อพิพาทให้อนุญาโตตุลาการวินิจฉัย"
มาตรา 1598/29,การรับบุตรบุญธรรม ไม่ก่อให้บุตรบุญธรรมมีสิทธิรับมรดกในฐานะทายาทโดยธรรมเพียงเพราะเหตุการรับบุตรบุญธรรม
มาตรา 1598/32,การรับบุตรบุญธรรมเป็นอันสิ้นสุดลง หากมีการสมรสที่ฝ่าฝืนมาตรา 1451
มาตรา 1599,เมื่อบุคคลตาย มรดกตกทอดแก่ทายาท ทายาทจะเสียสิทธิในมรดกได้ก็โดยบทบัญญัติของกฎหมายเท่านั้น
มาตรา 1600,กองมรดกของผู้ตายได้แก่ทรัพย์สินทุกชนิด รวมทั้งสิทธิ หน้าที่ และความรับผิด เว้นแต่สิทธิหรือหน้าที่ที่เป็นการเฉพาะตัวของผู้ตาย
มาตรา 1601,ทายาทไม่ต้องรับผิดเกินกว่าทรัพย์มรดกที่ตกทอดถึงตน
มาตรา 1602,หากบุคคลถูกสันนิษฐานว่าตายตามมาตรา 62 มรดกตกทอดแก่ทายาท แต่ถ้าพิสูจน์ได้ว่ายังมีชีวิตอยู่ หรือเวลาตายต่างไป ต้องใช้บทบัญญัติมาตรา 63 แก่ทายาท
มาตรา 1603,มรดกตกทอดแก่ทายาทโดยกฎหมายหรือโดยพินัยกรรม ทายาทตามกฎหมายเรียกว่า “ทายาทโดยธรรม” ส่วนทายาทตามพินัยกรรมเรียกว่า “ผู้รับพินัยกรรม”
มาตรา 1604,"บุคคลธรรมดาเป็นทายาทได้ก็ต่อเมื่อมีสภาพบุคคลตามมาตรา 15 ในเวลาที่เจ้ามรดกตาย
ให้ถือว่าเด็กที่เกิดรอดภายใน 310 วันนับแต่เจ้ามรดกตาย เป็นทารกในครรภ์ในขณะนั้น"
มาตรา 1605,"ทายาทที่ยักย้ายหรือปิดบังทรัพย์มรดกเกินหรือเท่ากับส่วนที่ตนพึงได้โดยฉ้อฉล หรือรู้อยู่ว่าทำให้ทายาทอื่นเสียประโยชน์ ต้องถูกกำจัดไม่ให้รับมรดกเลย หากยักย้ายหรือปิดบังน้อยกว่าส่วนที่ตนพึงได้ ต้องถูกกำจัดเพียงส่วนนั้น
ทั้งนี้ไม่ใช้บังคับแก่ผู้รับพินัยกรรมที่ได้ทรัพย์เฉพาะสิ่งตามพินัยกรรม"
